summonerName,championId,championName,championLevel,championPoints
Agurin모모,59,Jarvan IV (JarvanIV),5,73148
Agurin모모,60,Elise (Elise),5,50429
Agurin모모,56,Nocturne (Nocturne),5,31883
Agurin모모,121,Kha'Zix (Khazix),3,11319
Agurin모모,103,Ahri (Ahri),2,5662
Agurin모모,28,Evelynn (Evelynn),2,4552
Agurin모모,131,Diana (Diana),2,4128
Agurin모모,90,Malzahar (Malzahar),2,2213
Agurin모모,2,Olaf (Olaf),1,854
Agurin모모,134,Syndra (Syndra),1,371
Agurin모모,30,Karthus (Karthus),1,204
Agurin모모,43,Karma (Karma),1,130
땅굴팀 미드,157,Yasuo (Yasuo),5,296891
땅굴팀 미드,777,Yone (Yone),5,235189
땅굴팀 미드,105,Fizz (Fizz),5,80107
땅굴팀 미드,246,Qiyana (Qiyana),5,75323
땅굴팀 미드,91,Talon (Talon),5,42882
땅굴팀 미드,18,Tristana (Tristana),5,27093
땅굴팀 미드,76,Nidalee (Nidalee),5,21711
땅굴팀 미드,221,Zeri (Zeri),4,17680
땅굴팀 미드,523,Aphelios (Aphelios),4,15001
땅굴팀 미드,238,Zed (Zed),4,12962
땅굴팀 미드,81,Ezreal (Ezreal),3,10892
땅굴팀 미드,202,Jhin (Jhin),3,8971
땅굴팀 미드,420,Illaoi (Illaoi),3,8499
땅굴팀 미드,43,Karma (Karma),3,7431
땅굴팀 미드,64,Lee Sin (LeeSin),3,7251
땅굴팀 미드,117,Lulu (Lulu),2,5520
땅굴팀 미드,13,Ryze (Ryze),2,5417
땅굴팀 미드,15,Sivir (Sivir),2,5376
땅굴팀 미드,22,Ashe (Ashe),2,4528
땅굴팀 미드,16,Soraka (Soraka),2,4482
땅굴팀 미드,498,Xayah (Xayah),2,4434
땅굴팀 미드,145,Kai'Sa (Kaisa),2,4416
땅굴팀 미드,39,Irelia (Irelia),2,4316
땅굴팀 미드,120,Hecarim (Hecarim),2,4064
땅굴팀 미드,429,Kalista (Kalista),2,4045
땅굴팀 미드,350,Yuumi (Yuumi),2,4022
땅굴팀 미드,236,Lucian (Lucian),2,3635
땅굴팀 미드,67,Vayne (Vayne),2,3236
땅굴팀 미드,57,Maokai (Maokai),2,3121
땅굴팀 미드,110,Varus (Varus),2,3098
땅굴팀 미드,63,Brand (Brand),2,3023
땅굴팀 미드,51,Caitlyn (Caitlyn),2,2992
땅굴팀 미드,38,Kassadin (Kassadin),2,2763
땅굴팀 미드,55,Katarina (Katarina),2,2721
땅굴팀 미드,104,Graves (Graves),2,2692
땅굴팀 미드,134,Syndra (Syndra),2,2673
땅굴팀 미드,96,Kog'Maw (KogMaw),2,2667
땅굴팀 미드,222,Jinx (Jinx),2,2642
땅굴팀 미드,3,Galio (Galio),2,2590
땅굴팀 미드,875,Sett (Sett),2,2378
땅굴팀 미드,84,Akali (Akali),2,2344
땅굴팀 미드,37,Sona (Sona),2,2170
땅굴팀 미드,119,Draven (Draven),2,2168
땅굴팀 미드,517,Sylas (Sylas),2,2048
땅굴팀 미드,45,Veigar (Veigar),2,1991
땅굴팀 미드,126,Jayce (Jayce),2,1952
땅굴팀 미드,30,Karthus (Karthus),2,1939
땅굴팀 미드,69,Cassiopeia (Cassiopeia),2,1896
땅굴팀 미드,131,Diana (Diana),2,1860
땅굴팀 미드,412,Thresh (Thresh),2,1809
땅굴팀 미드,267,Nami (Nami),1,1764
땅굴팀 미드,7,LeBlanc (Leblanc),1,1580
땅굴팀 미드,154,Zac (Zac),1,1541
땅굴팀 미드,895,Nilah (Nilah),1,1526
땅굴팀 미드,53,Blitzcrank (Blitzcrank),1,1516
땅굴팀 미드,142,Zoe (Zoe),1,1419
땅굴팀 미드,82,Mordekaiser (Mordekaiser),1,1404
땅굴팀 미드,21,Miss Fortune (MissFortune),1,1373
땅굴팀 미드,29,Twitch (Twitch),1,1330
땅굴팀 미드,58,Renekton (Renekton),1,1265
땅굴팀 미드,40,Janna (Janna),1,1237
땅굴팀 미드,245,Ekko (Ekko),1,1188
땅굴팀 미드,266,Aatrox (Aatrox),1,1175
땅굴팀 미드,99,Lux (Lux),1,1169
땅굴팀 미드,101,Xerath (Xerath),1,1167
땅굴팀 미드,103,Ahri (Ahri),1,1078
땅굴팀 미드,1,Annie (Annie),1,1028
땅굴팀 미드,888,Renata Glasc (Renata),1,979
땅굴팀 미드,41,Gangplank (Gangplank),1,978
땅굴팀 미드,74,Heimerdinger (Heimerdinger),1,956
땅굴팀 미드,31,Cho'Gath (Chogath),1,949
땅굴팀 미드,114,Fiora (Fiora),1,936
땅굴팀 미드,25,Morgana (Morgana),1,926
땅굴팀 미드,4,Twisted Fate (TwistedFate),1,925
땅굴팀 미드,10,Kayle (Kayle),1,891
땅굴팀 미드,201,Braum (Braum),1,844
땅굴팀 미드,11,Master Yi (MasterYi),1,832
땅굴팀 미드,107,Rengar (Rengar),1,783
땅굴팀 미드,127,Lissandra (Lissandra),1,753
땅굴팀 미드,111,Nautilus (Nautilus),1,740
땅굴팀 미드,518,Neeko (Neeko),1,718
땅굴팀 미드,28,Evelynn (Evelynn),1,612
땅굴팀 미드,163,Taliyah (Taliyah),1,270
땅굴팀 미드,23,Tryndamere (Tryndamere),1,262
땅굴팀 미드,235,Senna (Senna),1,261
땅굴팀 미드,8,Vladimir (Vladimir),1,237
땅굴팀 미드,113,Sejuani (Sejuani),1,177
땅굴팀 미드,32,Amumu (Amumu),1,158
땅굴팀 미드,90,Malzahar (Malzahar),1,126
땅굴팀 미드,887,Gwen (Gwen),1,122
땅굴팀 미드,143,Zyra (Zyra),1,117
땅굴팀 미드,54,Malphite (Malphite),1,117
땅굴팀 미드,897,K'Sante (KSante),1,106
땅굴팀 미드,61,Orianna (Orianna),1,105
땅굴팀 미드,122,Darius (Darius),1,97
땅굴팀 미드,360,Samira (Samira),1,96
땅굴팀 미드,24,Jax (Jax),1,89
Let me sup,412,Thresh (Thresh),7,736017
Let me sup,432,Bard (Bard),7,566127
Let me sup,223,Tahm Kench (TahmKench),7,250662
Let me sup,12,Alistar (Alistar),7,238489
Let me sup,111,Nautilus (Nautilus),7,185576
Let me sup,89,Leona (Leona),7,177886
Let me sup,497,Rakan (Rakan),7,171953
Let me sup,201,Braum (Braum),7,169091
Let me sup,40,Janna (Janna),7,162340
Let me sup,25,Morgana (Morgana),7,145577
Let me sup,43,Karma (Karma),7,141874
Let me sup,526,Rell (Rell),7,107898
Let me sup,117,Lulu (Lulu),7,104422
Let me sup,267,Nami (Nami),7,90009
Let me sup,53,Blitzcrank (Blitzcrank),7,77448
Let me sup,48,Trundle (Trundle),6,77363
Let me sup,32,Amumu (Amumu),7,55799
Let me sup,235,Senna (Senna),7,54206
Let me sup,57,Maokai (Maokai),6,42508
Let me sup,3,Galio (Galio),6,38307
Let me sup,51,Caitlyn (Caitlyn),5,23897
Let me sup,79,Gragas (Gragas),5,23669
Let me sup,36,Dr. Mundo (DrMundo),5,21651
Let me sup,236,Lucian (Lucian),4,20970
Let me sup,85,Kennen (Kennen),4,19335
Let me sup,902,Milio (Milio),4,17451
Let me sup,555,Pyke (Pyke),4,17145
Let me sup,202,Jhin (Jhin),4,14583
Let me sup,516,Ornn (Ornn),4,13206
Let me sup,103,Ahri (Ahri),3,12343
Let me sup,15,Sivir (Sivir),3,12306
Let me sup,81,Ezreal (Ezreal),3,11113
Let me sup,99,Lux (Lux),3,10684
Let me sup,1,Annie (Annie),3,10288
Let me sup,350,Yuumi (Yuumi),3,9227
Let me sup,888,Renata Glasc (Renata),3,8628
Let me sup,21,Miss Fortune (MissFortune),3,8256
Let me sup,90,Malzahar (Malzahar),3,8213
Let me sup,22,Ashe (Ashe),3,8118
Let me sup,26,Zilean (Zilean),3,7878
Let me sup,115,Ziggs (Ziggs),3,6186
Let me sup,110,Varus (Varus),2,5206
Let me sup,143,Zyra (Zyra),2,5123
Let me sup,44,Taric (Taric),2,4232
Let me sup,54,Malphite (Malphite),2,4226
Let me sup,4,Twisted Fate (TwistedFate),2,4129
Let me sup,80,Pantheon (Pantheon),2,4096
Let me sup,147,Seraphine (Seraphine),2,4012
Let me sup,60,Elise (Elise),2,3903
Let me sup,76,Nidalee (Nidalee),2,3693
Let me sup,16,Soraka (Soraka),2,3616
Let me sup,98,Shen (Shen),2,3409
Let me sup,113,Sejuani (Sejuani),2,3247
Let me sup,17,Teemo (Teemo),2,3001
Let me sup,9,Fiddlesticks (Fiddlesticks),2,2802
Let me sup,157,Yasuo (Yasuo),2,2651
Let me sup,37,Sona (Sona),2,2550
Let me sup,67,Vayne (Vayne),2,2505
Let me sup,34,Anivia (Anivia),2,2316
Let me sup,18,Tristana (Tristana),2,2297
Let me sup,203,Kindred (Kindred),2,2236
Let me sup,58,Renekton (Renekton),2,2047
Let me sup,38,Kassadin (Kassadin),2,2032
Let me sup,102,Shyvana (Shyvana),2,1981
Let me sup,875,Sett (Sett),2,1925
Let me sup,121,Kha'Zix (Khazix),1,1754
Let me sup,238,Zed (Zed),1,1749
Let me sup,14,Sion (Sion),1,1725
Let me sup,101,Xerath (Xerath),1,1700
Let me sup,27,Singed (Singed),1,1700
Let me sup,75,Nasus (Nasus),1,1610
Let me sup,421,Rek'Sai (RekSai),1,1433
Let me sup,122,Darius (Darius),1,1421
Let me sup,29,Twitch (Twitch),1,1270
Let me sup,429,Kalista (Kalista),1,1237
Let me sup,711,Vex (Vex),1,1225
Let me sup,154,Zac (Zac),1,1043
Let me sup,498,Xayah (Xayah),1,987
Let me sup,92,Riven (Riven),1,985
Let me sup,86,Garen (Garen),1,969
Let me sup,74,Heimerdinger (Heimerdinger),1,908
Let me sup,150,Gnar (Gnar),1,829
Let me sup,13,Ryze (Ryze),1,825
Let me sup,222,Jinx (Jinx),1,818
Let me sup,45,Veigar (Veigar),1,772
Let me sup,63,Brand (Brand),1,725
Let me sup,59,Jarvan IV (JarvanIV),1,688
Let me sup,69,Cassiopeia (Cassiopeia),1,658
Let me sup,518,Neeko (Neeko),1,628
Let me sup,82,Mordekaiser (Mordekaiser),1,618
Let me sup,33,Rammus (Rammus),1,608
Let me sup,62,Wukong (MonkeyKing),1,597
Let me sup,10,Kayle (Kayle),1,583
Let me sup,126,Jayce (Jayce),1,564
Let me sup,112,Viktor (Viktor),1,501
Let me sup,104,Graves (Graves),1,413
Let me sup,20,Nunu & Willump (Nunu),1,373
Let me sup,96,Kog'Maw (KogMaw),1,278
Let me sup,50,Swain (Swain),1,251
Let me sup,24,Jax (Jax),1,236
Let me sup,8,Vladimir (Vladimir),1,208
Let me sup,61,Orianna (Orianna),1,195
Let me sup,78,Poppy (Poppy),1,175
Let me sup,28,Evelynn (Evelynn),1,173
Let me sup,266,Aatrox (Aatrox),1,167
Let me sup,133,Quinn (Quinn),1,152
Let me sup,141,Kayn (Kayn),1,143
Let me sup,41,Gangplank (Gangplank),1,134
Let me sup,106,Volibear (Volibear),1,126
Let me sup,166,Akshan (Akshan),1,125
Let me sup,11,Master Yi (MasterYi),1,123
Let me sup,161,Vel'Koz (Velkoz),1,116
Let me sup,120,Hecarim (Hecarim),1,114
Let me sup,127,Lissandra (Lissandra),1,110
Let me sup,517,Sylas (Sylas),1,108
Let me sup,268,Azir (Azir),1,108
Let me sup,35,Shaco (Shaco),1,106
Let me sup,142,Zoe (Zoe),1,100
Let me sup,164,Camille (Camille),1,99
Let me sup,42,Corki (Corki),1,96
Let me sup,777,Yone (Yone),1,95
Let me sup,134,Syndra (Syndra),1,85
Dawn u,64,Lee Sin (LeeSin),5,452495
Dawn u,79,Gragas (Gragas),5,418713
Dawn u,80,Pantheon (Pantheon),5,335567
Dawn u,60,Elise (Elise),5,267374
Dawn u,421,Rek'Sai (RekSai),5,206143
Dawn u,104,Graves (Graves),5,187172
Dawn u,517,Sylas (Sylas),5,176792
Dawn u,5,Xin Zhao (XinZhao),5,162774
Dawn u,203,Kindred (Kindred),6,158403
Dawn u,76,Nidalee (Nidalee),5,152925
Dawn u,163,Taliyah (Taliyah),5,127566
Dawn u,234,Viego (Viego),5,122192
Dawn u,245,Ekko (Ekko),5,119254
Dawn u,121,Kha'Zix (Khazix),5,118946
Dawn u,113,Sejuani (Sejuani),5,118007
Dawn u,81,Ezreal (Ezreal),5,106183
Dawn u,106,Volibear (Volibear),5,95742
Dawn u,59,Jarvan IV (JarvanIV),5,93818
Dawn u,876,Lillia (Lillia),5,89993
Dawn u,164,Camille (Camille),5,82797
Dawn u,2,Olaf (Olaf),5,75463
Dawn u,78,Poppy (Poppy),5,72413
Dawn u,30,Karthus (Karthus),5,67074
Dawn u,141,Kayn (Kayn),5,66594
Dawn u,62,Wukong (MonkeyKing),5,60830
Dawn u,56,Nocturne (Nocturne),5,51479
Dawn u,107,Rengar (Rengar),5,48829
Dawn u,120,Hecarim (Hecarim),5,47651
Dawn u,131,Diana (Diana),5,47137
Dawn u,91,Talon (Talon),5,36522
Dawn u,43,Karma (Karma),5,36149
Dawn u,236,Lucian (Lucian),5,33013
Dawn u,200,Bel'Veth (Belveth),5,32242
Dawn u,127,Lissandra (Lissandra),5,28429
Dawn u,48,Trundle (Trundle),5,26491
Dawn u,77,Udyr (Udyr),5,25495
Dawn u,110,Varus (Varus),5,25175
Dawn u,103,Ahri (Ahri),5,23991
Dawn u,134,Syndra (Syndra),5,22966
Dawn u,53,Blitzcrank (Blitzcrank),5,22620
Dawn u,68,Rumble (Rumble),4,20748
Dawn u,24,Jax (Jax),4,18929
Dawn u,254,Vi (Vi),4,18232
Dawn u,18,Tristana (Tristana),4,18225
Dawn u,875,Sett (Sett),4,17990
Dawn u,20,Nunu & Willump (Nunu),4,17655
Dawn u,157,Yasuo (Yasuo),4,17518
Dawn u,246,Qiyana (Qiyana),4,17174
Dawn u,498,Xayah (Xayah),4,14727
Dawn u,238,Zed (Zed),4,12762
Dawn u,12,Alistar (Alistar),3,12312
Dawn u,72,Skarner (Skarner),3,12082
Dawn u,22,Ashe (Ashe),3,10842
Dawn u,266,Aatrox (Aatrox),3,9575
Dawn u,28,Evelynn (Evelynn),3,8911
Dawn u,887,Gwen (Gwen),3,8494
Dawn u,154,Zac (Zac),3,8127
Dawn u,145,Kai'Sa (Kaisa),3,7962
Dawn u,150,Gnar (Gnar),3,7583
Dawn u,15,Sivir (Sivir),3,7520
Dawn u,61,Orianna (Orianna),3,7052
Dawn u,555,Pyke (Pyke),3,6968
Dawn u,497,Rakan (Rakan),3,6651
Dawn u,42,Corki (Corki),3,6449
Dawn u,102,Shyvana (Shyvana),3,6356
Dawn u,518,Neeko (Neeko),3,6271
Dawn u,223,Tahm Kench (TahmKench),3,6260
Dawn u,3,Galio (Galio),3,6166
Dawn u,25,Morgana (Morgana),3,6094
Dawn u,38,Kassadin (Kassadin),2,5957
Dawn u,202,Jhin (Jhin),2,5896
Dawn u,99,Lux (Lux),2,5811
Dawn u,63,Brand (Brand),2,5563
Dawn u,84,Akali (Akali),2,5439
Dawn u,126,Jayce (Jayce),2,5302
Dawn u,51,Caitlyn (Caitlyn),2,5162
Dawn u,58,Renekton (Renekton),2,5091
Dawn u,8,Vladimir (Vladimir),2,4528
Dawn u,54,Malphite (Malphite),2,4485
Dawn u,67,Vayne (Vayne),2,4472
Dawn u,350,Yuumi (Yuumi),2,4343
Dawn u,57,Maokai (Maokai),2,4239
Dawn u,86,Garen (Garen),2,3873
Dawn u,122,Darius (Darius),2,3703
Dawn u,412,Thresh (Thresh),2,3681
Dawn u,7,LeBlanc (Leblanc),2,3284
Dawn u,6,Urgot (Urgot),2,3046
Dawn u,9,Fiddlesticks (Fiddlesticks),2,2759
Dawn u,13,Ryze (Ryze),2,2609
Dawn u,36,Dr. Mundo (DrMundo),2,2551
Dawn u,21,Miss Fortune (MissFortune),2,2384
Dawn u,82,Mordekaiser (Mordekaiser),2,2272
Dawn u,111,Nautilus (Nautilus),2,2065
Dawn u,27,Singed (Singed),2,2065
Dawn u,222,Jinx (Jinx),2,2044
Dawn u,85,Kennen (Kennen),2,2034
Dawn u,31,Cho'Gath (Chogath),2,1933
Dawn u,39,Irelia (Irelia),2,1916
Dawn u,1,Annie (Annie),2,1913
Dawn u,50,Swain (Swain),2,1832
Dawn u,432,Bard (Bard),2,1830
Dawn u,29,Twitch (Twitch),1,1681
Dawn u,115,Ziggs (Ziggs),1,1470
Dawn u,40,Janna (Janna),1,1413
Dawn u,4,Twisted Fate (TwistedFate),1,1347
Dawn u,105,Fizz (Fizz),1,1263
Dawn u,89,Leona (Leona),1,1197
Dawn u,35,Shaco (Shaco),1,1189
Dawn u,11,Master Yi (MasterYi),1,1178
Dawn u,101,Xerath (Xerath),1,1066
Dawn u,32,Amumu (Amumu),1,1004
Dawn u,98,Shen (Shen),1,904
Dawn u,16,Soraka (Soraka),1,872
Dawn u,516,Ornn (Ornn),1,845
Dawn u,161,Vel'Koz (Velkoz),1,811
Dawn u,114,Fiora (Fiora),1,805
Dawn u,23,Tryndamere (Tryndamere),1,794
Dawn u,92,Riven (Riven),1,764
Dawn u,119,Draven (Draven),1,692
Dawn u,267,Nami (Nami),1,617
Dawn u,420,Illaoi (Illaoi),1,600
Dawn u,45,Veigar (Veigar),1,563
Dawn u,133,Quinn (Quinn),1,548
Dawn u,26,Zilean (Zilean),1,545
Dawn u,69,Cassiopeia (Cassiopeia),1,532
Dawn u,33,Rammus (Rammus),1,399
Dawn u,142,Zoe (Zoe),1,392
Dawn u,14,Sion (Sion),1,287
Dawn u,117,Lulu (Lulu),1,267
Dawn u,526,Rell (Rell),1,232
Dawn u,268,Azir (Azir),1,216
Dawn u,34,Anivia (Anivia),1,187
Dawn u,777,Yone (Yone),1,128
Dawn u,221,Zeri (Zeri),1,123
Dawn u,55,Katarina (Katarina),1,115
Dawn u,112,Viktor (Viktor),1,89
hold me3,76,Nidalee (Nidalee),5,40338
hold me3,60,Elise (Elise),5,39714
hold me3,104,Graves (Graves),5,33911
hold me3,121,Kha'Zix (Khazix),5,33902
hold me3,203,Kindred (Kindred),5,30919
hold me3,5,Xin Zhao (XinZhao),5,29238
hold me3,64,Lee Sin (LeeSin),4,21046
hold me3,517,Sylas (Sylas),4,18608
hold me3,876,Lillia (Lillia),4,17263
hold me3,163,Taliyah (Taliyah),4,16942
hold me3,79,Gragas (Gragas),4,15551
hold me3,18,Tristana (Tristana),4,13032
hold me3,518,Neeko (Neeko),3,10001
hold me3,254,Vi (Vi),3,8608
hold me3,30,Karthus (Karthus),2,5980
hold me3,131,Diana (Diana),2,5201
hold me3,111,Nautilus (Nautilus),2,3773
hold me3,91,Talon (Talon),2,3687
hold me3,234,Viego (Viego),2,3466
hold me3,24,Jax (Jax),2,3360
hold me3,113,Sejuani (Sejuani),2,3353
hold me3,777,Yone (Yone),2,3334
hold me3,43,Karma (Karma),2,3321
hold me3,62,Wukong (MonkeyKing),2,3312
hold me3,37,Sona (Sona),2,3259
hold me3,120,Hecarim (Hecarim),2,3115
hold me3,141,Kayn (Kayn),2,2106
hold me3,16,Soraka (Soraka),2,2024
hold me3,78,Poppy (Poppy),2,2000
hold me3,245,Ekko (Ekko),2,1933
hold me3,711,Vex (Vex),2,1814
hold me3,63,Brand (Brand),1,1762
hold me3,58,Renekton (Renekton),1,1755
hold me3,7,LeBlanc (Leblanc),1,1739
hold me3,105,Fizz (Fizz),1,1694
hold me3,114,Fiora (Fiora),1,1692
hold me3,266,Aatrox (Aatrox),1,1677
hold me3,59,Jarvan IV (JarvanIV),1,1667
hold me3,222,Jinx (Jinx),1,1655
hold me3,92,Riven (Riven),1,1642
hold me3,90,Malzahar (Malzahar),1,1642
hold me3,35,Shaco (Shaco),1,1628
hold me3,8,Vladimir (Vladimir),1,1606
hold me3,13,Ryze (Ryze),1,1448
hold me3,54,Malphite (Malphite),1,1432
hold me3,57,Maokai (Maokai),1,1108
hold me3,11,Master Yi (MasterYi),1,1067
hold me3,350,Yuumi (Yuumi),1,1014
hold me3,56,Nocturne (Nocturne),1,993
hold me3,126,Jayce (Jayce),1,987
hold me3,32,Amumu (Amumu),1,930
hold me3,221,Zeri (Zeri),1,899
hold me3,498,Xayah (Xayah),1,715
hold me3,202,Jhin (Jhin),1,647
hold me3,81,Ezreal (Ezreal),1,620
hold me3,103,Ahri (Ahri),1,485
hold me3,67,Vayne (Vayne),1,342
hold me3,4,Twisted Fate (TwistedFate),1,337
hold me3,238,Zed (Zed),1,335
hold me3,133,Quinn (Quinn),1,332
hold me3,10,Kayle (Kayle),1,322
hold me3,99,Lux (Lux),1,314
hold me3,82,Mordekaiser (Mordekaiser),1,313
hold me3,86,Garen (Garen),1,296
hold me3,117,Lulu (Lulu),1,161
hold me3,75,Nasus (Nasus),1,145
hold me3,2,Olaf (Olaf),1,140
hold me3,145,Kai'Sa (Kaisa),1,96
hold me3,89,Leona (Leona),1,82
NS Callme,777,Yone (Yone),6,251664
NS Callme,84,Akali (Akali),6,159963
NS Callme,517,Sylas (Sylas),5,131971
NS Callme,80,Pantheon (Pantheon),6,127078
NS Callme,236,Lucian (Lucian),6,106783
NS Callme,268,Azir (Azir),6,86103
NS Callme,142,Zoe (Zoe),5,81310
NS Callme,4,Twisted Fate (TwistedFate),6,79298
NS Callme,39,Irelia (Irelia),5,75934
NS Callme,134,Syndra (Syndra),6,75650
NS Callme,13,Ryze (Ryze),7,74488
NS Callme,234,Viego (Viego),6,72702
NS Callme,875,Sett (Sett),6,67092
NS Callme,58,Renekton (Renekton),6,64682
NS Callme,166,Akshan (Akshan),5,60395
NS Callme,163,Taliyah (Taliyah),6,59032
NS Callme,112,Viktor (Viktor),6,57686
NS Callme,103,Ahri (Ahri),7,54494
NS Callme,55,Katarina (Katarina),6,52892
NS Callme,711,Vex (Vex),6,45548
NS Callme,18,Tristana (Tristana),6,43889
NS Callme,3,Galio (Galio),6,41400
NS Callme,61,Orianna (Orianna),6,39531
NS Callme,106,Volibear (Volibear),5,37381
NS Callme,7,LeBlanc (Leblanc),5,31489
NS Callme,126,Jayce (Jayce),5,30265
NS Callme,1,Annie (Annie),6,27083
NS Callme,69,Cassiopeia (Cassiopeia),5,26820
NS Callme,43,Karma (Karma),5,25788
NS Callme,42,Corki (Corki),6,25270
NS Callme,79,Gragas (Gragas),6,25239
NS Callme,81,Ezreal (Ezreal),5,24409
NS Callme,887,Gwen (Gwen),5,23252
NS Callme,518,Neeko (Neeko),5,22667
NS Callme,127,Lissandra (Lissandra),5,22446
NS Callme,897,K'Sante (KSante),4,19107
NS Callme,131,Diana (Diana),4,18500
NS Callme,23,Tryndamere (Tryndamere),4,17891
NS Callme,266,Aatrox (Aatrox),4,17781
NS Callme,516,Ornn (Ornn),4,17726
NS Callme,157,Yasuo (Yasuo),4,15343
NS Callme,246,Qiyana (Qiyana),4,14812
NS Callme,54,Malphite (Malphite),4,14666
NS Callme,245,Ekko (Ekko),4,12923
NS Callme,117,Lulu (Lulu),3,12343
NS Callme,76,Nidalee (Nidalee),3,12302
NS Callme,12,Alistar (Alistar),3,12216
NS Callme,20,Nunu & Willump (Nunu),3,12032
NS Callme,164,Camille (Camille),3,11726
NS Callme,56,Nocturne (Nocturne),3,10879
NS Callme,64,Lee Sin (LeeSin),3,10496
NS Callme,523,Aphelios (Aphelios),3,9562
NS Callme,235,Senna (Senna),3,9060
NS Callme,89,Leona (Leona),3,8701
NS Callme,360,Samira (Samira),3,8428
NS Callme,68,Rumble (Rumble),3,8004
NS Callme,50,Swain (Swain),3,7955
NS Callme,150,Gnar (Gnar),3,7896
NS Callme,85,Kennen (Kennen),3,7610
NS Callme,429,Kalista (Kalista),3,7539
NS Callme,21,Miss Fortune (MissFortune),3,7368
NS Callme,67,Vayne (Vayne),3,7279
NS Callme,14,Sion (Sion),3,6731
NS Callme,34,Anivia (Anivia),3,6646
NS Callme,62,Wukong (MonkeyKing),3,6535
NS Callme,82,Mordekaiser (Mordekaiser),3,6520
NS Callme,78,Poppy (Poppy),3,6371
NS Callme,145,Kai'Sa (Kaisa),3,6342
NS Callme,240,Kled (Kled),3,6030
NS Callme,22,Ashe (Ashe),2,5968
NS Callme,203,Kindred (Kindred),2,5731
NS Callme,147,Seraphine (Seraphine),2,5631
NS Callme,25,Morgana (Morgana),2,5593
NS Callme,111,Nautilus (Nautilus),2,5563
NS Callme,876,Lillia (Lillia),2,5514
NS Callme,136,Aurelion Sol (AurelionSol),2,5367
NS Callme,104,Graves (Graves),2,5361
NS Callme,427,Ivern (Ivern),2,5063
NS Callme,16,Soraka (Soraka),2,4964
NS Callme,15,Sivir (Sivir),2,4806
NS Callme,115,Ziggs (Ziggs),2,4624
NS Callme,497,Rakan (Rakan),2,4592
NS Callme,91,Talon (Talon),2,4328
NS Callme,99,Lux (Lux),2,4118
NS Callme,36,Dr. Mundo (DrMundo),2,4063
NS Callme,5,Xin Zhao (XinZhao),2,3986
NS Callme,45,Veigar (Veigar),2,3934
NS Callme,98,Shen (Shen),2,3864
NS Callme,2,Olaf (Olaf),2,3842
NS Callme,24,Jax (Jax),2,3637
NS Callme,51,Caitlyn (Caitlyn),2,3504
NS Callme,412,Thresh (Thresh),2,3420
NS Callme,32,Amumu (Amumu),2,3344
NS Callme,113,Sejuani (Sejuani),2,3258
NS Callme,38,Kassadin (Kassadin),2,3170
NS Callme,223,Tahm Kench (TahmKench),2,3056
NS Callme,33,Rammus (Rammus),2,3022
NS Callme,114,Fiora (Fiora),2,3020
NS Callme,421,Rek'Sai (RekSai),2,2936
NS Callme,48,Trundle (Trundle),2,2815
NS Callme,526,Rell (Rell),2,2788
NS Callme,10,Kayle (Kayle),2,2759
NS Callme,420,Illaoi (Illaoi),2,2717
NS Callme,221,Zeri (Zeri),2,2703
NS Callme,53,Blitzcrank (Blitzcrank),2,2658
NS Callme,254,Vi (Vi),2,2640
NS Callme,267,Nami (Nami),2,2582
NS Callme,555,Pyke (Pyke),2,2519
NS Callme,110,Varus (Varus),2,2449
NS Callme,44,Taric (Taric),2,2440
NS Callme,28,Evelynn (Evelynn),2,2396
NS Callme,29,Twitch (Twitch),2,2336
NS Callme,27,Singed (Singed),2,2269
NS Callme,120,Hecarim (Hecarim),2,2219
NS Callme,92,Riven (Riven),2,2127
NS Callme,350,Yuumi (Yuumi),2,1993
NS Callme,9,Fiddlesticks (Fiddlesticks),2,1883
NS Callme,75,Nasus (Nasus),2,1826
NS Callme,888,Renata Glasc (Renata),1,1764
NS Callme,57,Maokai (Maokai),1,1756
NS Callme,122,Darius (Darius),1,1737
NS Callme,498,Xayah (Xayah),1,1732
NS Callme,119,Draven (Draven),1,1640
NS Callme,41,Gangplank (Gangplank),1,1535
NS Callme,202,Jhin (Jhin),1,1516
NS Callme,77,Udyr (Udyr),1,1349
NS Callme,201,Braum (Braum),1,1344
NS Callme,105,Fizz (Fizz),1,1272
NS Callme,31,Cho'Gath (Chogath),1,1254
NS Callme,141,Kayn (Kayn),1,1213
NS Callme,86,Garen (Garen),1,1194
NS Callme,133,Quinn (Quinn),1,1107
NS Callme,96,Kog'Maw (KogMaw),1,1076
NS Callme,30,Karthus (Karthus),1,1071
NS Callme,8,Vladimir (Vladimir),1,1034
NS Callme,37,Sona (Sona),1,1011
NS Callme,26,Zilean (Zilean),1,983
NS Callme,40,Janna (Janna),1,968
NS Callme,200,Bel'Veth (Belveth),1,915
NS Callme,19,Warwick (Warwick),1,886
NS Callme,238,Zed (Zed),1,879
NS Callme,432,Bard (Bard),1,819
NS Callme,222,Jinx (Jinx),1,812
NS Callme,895,Nilah (Nilah),1,689
NS Callme,59,Jarvan IV (JarvanIV),1,608
NS Callme,950,Naafiri (Naafiri),1,599
NS Callme,154,Zac (Zac),1,507
NS Callme,11,Master Yi (MasterYi),1,444
NS Callme,101,Xerath (Xerath),1,409
NS Callme,63,Brand (Brand),1,352
NS Callme,121,Kha'Zix (Khazix),1,331
