summonerName,championId,championName,championLevel,championPoints
pft,9,Fiddlesticks (Fiddlesticks),1,99
pft,268,Azir (Azir),1,90
pft,11,Master Yi (MasterYi),1,85
pft,35,Shaco (Shaco),1,80
kenshinn,555,Pyke (Pyke),7,86121
kenshinn,497,Rakan (Rakan),7,37442
kenshinn,526,Rell (Rell),5,23880
kenshinn,81,Ezreal (Ezreal),2,3310
kenshinn,110,Varus (Varus),2,3295
kenshinn,498,Xayah (Xayah),2,3023
kenshinn,53,Blitzcrank (Blitzcrank),2,2738
kenshinn,76,Nidalee (Nidalee),2,2629
kenshinn,51,Caitlyn (Caitlyn),2,2519
kenshinn,111,Nautilus (Nautilus),2,2505
kenshinn,12,Alistar (Alistar),2,2169
kenshinn,517,Sylas (Sylas),2,1938
kenshinn,29,Twitch (Twitch),1,1587
kenshinn,235,Senna (Senna),1,1578
kenshinn,101,Xerath (Xerath),1,1530
kenshinn,266,Aatrox (Aatrox),1,1522
kenshinn,103,Ahri (Ahri),1,1372
kenshinn,222,Jinx (Jinx),1,1321
kenshinn,64,Lee Sin (LeeSin),1,1273
kenshinn,268,Azir (Azir),1,1052
kenshinn,121,Kha'Zix (Khazix),1,920
kenshinn,22,Ashe (Ashe),1,897
kenshinn,43,Karma (Karma),1,827
kenshinn,96,Kog'Maw (KogMaw),1,819
kenshinn,84,Akali (Akali),1,808
kenshinn,4,Twisted Fate (TwistedFate),1,804
kenshinn,50,Swain (Swain),1,778
kenshinn,27,Singed (Singed),1,768
kenshinn,245,Ekko (Ekko),1,724
kenshinn,21,Miss Fortune (MissFortune),1,722
kenshinn,236,Lucian (Lucian),1,718
kenshinn,25,Morgana (Morgana),1,712
kenshinn,202,Jhin (Jhin),1,710
kenshinn,223,Tahm Kench (TahmKench),1,700
kenshinn,3,Galio (Galio),1,677
kenshinn,16,Soraka (Soraka),1,668
kenshinn,17,Teemo (Teemo),1,667
kenshinn,82,Mordekaiser (Mordekaiser),1,665
kenshinn,412,Thresh (Thresh),1,661
kenshinn,115,Ziggs (Ziggs),1,658
kenshinn,57,Maokai (Maokai),1,599
kenshinn,7,LeBlanc (Leblanc),1,562
kenshinn,10,Kayle (Kayle),1,549
kenshinn,238,Zed (Zed),1,446
kenshinn,432,Bard (Bard),1,404
kenshinn,201,Braum (Braum),1,287
kenshinn,63,Brand (Brand),1,257
kenshinn,104,Graves (Graves),1,243
kenshinn,45,Veigar (Veigar),1,241
kenshinn,113,Sejuani (Sejuani),1,239
kenshinn,161,Vel'Koz (Velkoz),1,214
kenshinn,122,Darius (Darius),1,194
kenshinn,77,Udyr (Udyr),1,143
kenshinn,350,Yuumi (Yuumi),1,122
kenshinn,200,Bel'Veth (Belveth),1,122
kenshinn,78,Poppy (Poppy),1,122
kenshinn,15,Sivir (Sivir),1,115
kenshinn,30,Karthus (Karthus),1,112
kenshinn,102,Shyvana (Shyvana),1,111
kenshinn,119,Draven (Draven),1,90
kenshinn,11,Master Yi (MasterYi),1,86
푸른 갈대,221,Zeri (Zeri),7,139629
푸른 갈대,110,Varus (Varus),5,104076
푸른 갈대,523,Aphelios (Aphelios),5,93394
푸른 갈대,498,Xayah (Xayah),6,91902
푸른 갈대,236,Lucian (Lucian),5,69272
푸른 갈대,145,Kai'Sa (Kaisa),5,65578
푸른 갈대,22,Ashe (Ashe),5,44612
푸른 갈대,81,Ezreal (Ezreal),5,38600
푸른 갈대,111,Nautilus (Nautilus),5,31987
푸른 갈대,360,Samira (Samira),5,28913
푸른 갈대,429,Kalista (Kalista),4,19257
푸른 갈대,51,Caitlyn (Caitlyn),4,19177
푸른 갈대,222,Jinx (Jinx),4,18466
푸른 갈대,202,Jhin (Jhin),4,15345
푸른 갈대,555,Pyke (Pyke),4,13250
푸른 갈대,43,Karma (Karma),4,12740
푸른 갈대,15,Sivir (Sivir),3,12069
푸른 갈대,497,Rakan (Rakan),3,11623
푸른 갈대,57,Maokai (Maokai),3,9905
푸른 갈대,53,Blitzcrank (Blitzcrank),3,6523
푸른 갈대,235,Senna (Senna),2,5615
푸른 갈대,12,Alistar (Alistar),2,5258
푸른 갈대,67,Vayne (Vayne),2,5161
푸른 갈대,201,Braum (Braum),2,4675
푸른 갈대,21,Miss Fortune (MissFortune),2,2852
푸른 갈대,64,Lee Sin (LeeSin),2,2851
푸른 갈대,350,Yuumi (Yuumi),2,2623
푸른 갈대,117,Lulu (Lulu),2,2620
푸른 갈대,29,Twitch (Twitch),2,2531
푸른 갈대,412,Thresh (Thresh),2,1860
푸른 갈대,18,Tristana (Tristana),1,1653
푸른 갈대,96,Kog'Maw (KogMaw),1,1418
푸른 갈대,32,Amumu (Amumu),1,1235
푸른 갈대,902,Milio (Milio),1,1028
푸른 갈대,223,Tahm Kench (TahmKench),1,982
푸른 갈대,84,Akali (Akali),1,654
푸른 갈대,20,Nunu & Willump (Nunu),1,549
푸른 갈대,115,Ziggs (Ziggs),1,428
푸른 갈대,119,Draven (Draven),1,190
푸른 갈대,254,Vi (Vi),1,188
푸른 갈대,1,Annie (Annie),1,157
푸른 갈대,134,Syndra (Syndra),1,155
푸른 갈대,121,Kha'Zix (Khazix),1,108
lose9,526,Rell (Rell),5,96393
lose9,497,Rakan (Rakan),4,18604
lose9,111,Nautilus (Nautilus),3,10114
lose9,412,Thresh (Thresh),3,9986
lose9,89,Leona (Leona),3,7464
lose9,555,Pyke (Pyke),3,6442
lose9,32,Amumu (Amumu),3,6348
lose9,875,Sett (Sett),2,5838
lose9,141,Kayn (Kayn),2,5386
lose9,14,Sion (Sion),2,5197
lose9,154,Zac (Zac),2,5049
lose9,238,Zed (Zed),2,3917
lose9,201,Braum (Braum),2,3806
lose9,12,Alistar (Alistar),2,3720
lose9,53,Blitzcrank (Blitzcrank),2,2922
lose9,523,Aphelios (Aphelios),2,2903
lose9,29,Twitch (Twitch),2,2666
lose9,902,Milio (Milio),2,2588
lose9,897,K'Sante (KSante),2,2159
lose9,145,Kai'Sa (Kaisa),2,1943
lose9,122,Darius (Darius),2,1844
lose9,234,Viego (Viego),2,1823
lose9,350,Yuumi (Yuumi),1,1791
lose9,45,Veigar (Veigar),1,1790
lose9,254,Vi (Vi),1,1682
lose9,55,Katarina (Katarina),1,1551
lose9,11,Master Yi (MasterYi),1,1442
lose9,104,Graves (Graves),1,1281
lose9,21,Miss Fortune (MissFortune),1,1180
lose9,78,Poppy (Poppy),1,1167
lose9,81,Ezreal (Ezreal),1,1111
lose9,421,Rek'Sai (RekSai),1,1108
lose9,84,Akali (Akali),1,1078
lose9,517,Sylas (Sylas),1,1046
lose9,143,Zyra (Zyra),1,938
lose9,131,Diana (Diana),1,876
lose9,35,Shaco (Shaco),1,876
lose9,80,Pantheon (Pantheon),1,721
lose9,235,Senna (Senna),1,711
lose9,30,Karthus (Karthus),1,652
lose9,39,Irelia (Irelia),1,627
lose9,67,Vayne (Vayne),1,615
lose9,133,Quinn (Quinn),1,613
lose9,44,Taric (Taric),1,601
lose9,8,Vladimir (Vladimir),1,590
lose9,266,Aatrox (Aatrox),1,570
lose9,31,Cho'Gath (Chogath),1,501
lose9,86,Garen (Garen),1,259
lose9,51,Caitlyn (Caitlyn),1,195
lose9,42,Corki (Corki),1,158
lose9,79,Gragas (Gragas),1,151
lose9,57,Maokai (Maokai),1,138
lose9,221,Zeri (Zeri),1,136
lose9,16,Soraka (Soraka),1,127
lose9,498,Xayah (Xayah),1,124
lose9,3,Galio (Galio),1,122
lose9,2,Olaf (Olaf),1,115
lose9,13,Ryze (Ryze),1,113
lose9,121,Kha'Zix (Khazix),1,109
lose9,22,Ashe (Ashe),1,105
lose9,114,Fiora (Fiora),1,89
mei you dai long,105,Fizz (Fizz),7,243928
mei you dai long,92,Riven (Riven),7,160432
mei you dai long,76,Nidalee (Nidalee),7,111919
mei you dai long,4,Twisted Fate (TwistedFate),6,103866
mei you dai long,64,Lee Sin (LeeSin),7,89604
mei you dai long,41,Gangplank (Gangplank),7,84653
mei you dai long,60,Elise (Elise),6,72052
mei you dai long,142,Zoe (Zoe),7,45968
mei you dai long,203,Kindred (Kindred),5,42849
mei you dai long,84,Akali (Akali),6,38148
mei you dai long,246,Qiyana (Qiyana),6,33355
mei you dai long,39,Irelia (Irelia),5,32132
mei you dai long,113,Sejuani (Sejuani),6,31945
mei you dai long,157,Yasuo (Yasuo),5,28471
mei you dai long,234,Viego (Viego),6,28125
mei you dai long,134,Syndra (Syndra),5,23689
mei you dai long,777,Yone (Yone),5,23382
mei you dai long,164,Camille (Camille),4,21099
mei you dai long,517,Sylas (Sylas),4,19065
mei you dai long,236,Lucian (Lucian),4,17736
mei you dai long,7,LeBlanc (Leblanc),4,17064
mei you dai long,30,Karthus (Karthus),4,16721
mei you dai long,421,Rek'Sai (RekSai),4,15982
mei you dai long,104,Graves (Graves),4,15735
mei you dai long,80,Pantheon (Pantheon),4,14094
mei you dai long,145,Kai'Sa (Kaisa),4,13560
mei you dai long,141,Kayn (Kayn),4,12867
mei you dai long,78,Poppy (Poppy),4,12817
mei you dai long,245,Ekko (Ekko),3,12444
mei you dai long,69,Cassiopeia (Cassiopeia),3,11839
mei you dai long,13,Ryze (Ryze),3,11510
mei you dai long,163,Taliyah (Taliyah),3,10708
mei you dai long,876,Lillia (Lillia),3,9889
mei you dai long,81,Ezreal (Ezreal),3,9601
mei you dai long,68,Rumble (Rumble),3,8524
mei you dai long,103,Ahri (Ahri),3,8071
mei you dai long,412,Thresh (Thresh),3,7475
mei you dai long,268,Azir (Azir),3,7323
mei you dai long,62,Wukong (MonkeyKing),3,7192
mei you dai long,114,Fiora (Fiora),3,7123
mei you dai long,85,Kennen (Kennen),3,7097
mei you dai long,61,Orianna (Orianna),3,6934
mei you dai long,555,Pyke (Pyke),3,6705
mei you dai long,91,Talon (Talon),3,6620
mei you dai long,28,Evelynn (Evelynn),3,6375
mei you dai long,222,Jinx (Jinx),3,6302
mei you dai long,79,Gragas (Gragas),3,6293
mei you dai long,59,Jarvan IV (JarvanIV),2,5742
mei you dai long,121,Kha'Zix (Khazix),2,5606
mei you dai long,58,Renekton (Renekton),2,5534
mei you dai long,112,Viktor (Viktor),2,5481
mei you dai long,238,Zed (Zed),2,4524
mei you dai long,98,Shen (Shen),2,4448
mei you dai long,8,Vladimir (Vladimir),2,4434
mei you dai long,57,Maokai (Maokai),2,4304
mei you dai long,15,Sivir (Sivir),2,4050
mei you dai long,201,Braum (Braum),2,3981
mei you dai long,240,Kled (Kled),2,3585
mei you dai long,102,Shyvana (Shyvana),2,3443
mei you dai long,3,Galio (Galio),2,3357
mei you dai long,43,Karma (Karma),2,3291
mei you dai long,5,Xin Zhao (XinZhao),2,3107
mei you dai long,122,Darius (Darius),2,2942
mei you dai long,53,Blitzcrank (Blitzcrank),2,2789
mei you dai long,18,Tristana (Tristana),2,2734
mei you dai long,350,Yuumi (Yuumi),2,2550
mei you dai long,266,Aatrox (Aatrox),2,2497
mei you dai long,51,Caitlyn (Caitlyn),2,2465
mei you dai long,86,Garen (Garen),2,2040
mei you dai long,498,Xayah (Xayah),2,1943
mei you dai long,126,Jayce (Jayce),2,1939
mei you dai long,429,Kalista (Kalista),2,1869
mei you dai long,523,Aphelios (Aphelios),1,1764
mei you dai long,221,Zeri (Zeri),1,1748
mei you dai long,25,Morgana (Morgana),1,1702
mei you dai long,24,Jax (Jax),1,1607
mei you dai long,127,Lissandra (Lissandra),1,1590
mei you dai long,111,Nautilus (Nautilus),1,1502
mei you dai long,1,Annie (Annie),1,1470
mei you dai long,11,Master Yi (MasterYi),1,1463
mei you dai long,202,Jhin (Jhin),1,1334
mei you dai long,235,Senna (Senna),1,1248
mei you dai long,67,Vayne (Vayne),1,1207
mei you dai long,55,Katarina (Katarina),1,1195
mei you dai long,32,Amumu (Amumu),1,1157
mei you dai long,82,Mordekaiser (Mordekaiser),1,1112
mei you dai long,120,Hecarim (Hecarim),1,952
mei you dai long,77,Udyr (Udyr),1,915
mei you dai long,711,Vex (Vex),1,903
mei you dai long,42,Corki (Corki),1,882
mei you dai long,22,Ashe (Ashe),1,854
mei you dai long,29,Twitch (Twitch),1,780
mei you dai long,131,Diana (Diana),1,744
mei you dai long,63,Brand (Brand),1,741
mei you dai long,99,Lux (Lux),1,717
mei you dai long,38,Kassadin (Kassadin),1,595
mei you dai long,16,Soraka (Soraka),1,541
mei you dai long,875,Sett (Sett),1,325
mei you dai long,23,Tryndamere (Tryndamere),1,309
mei you dai long,254,Vi (Vi),1,240
mei you dai long,110,Varus (Varus),1,208
mei you dai long,56,Nocturne (Nocturne),1,188
mei you dai long,427,Ivern (Ivern),1,142
mei you dai long,45,Veigar (Veigar),1,129
mei you dai long,360,Samira (Samira),1,115
mei you dai long,119,Draven (Draven),1,112
mei you dai long,10,Kayle (Kayle),1,108
mei you dai long,117,Lulu (Lulu),1,107
mei you dai long,37,Sona (Sona),1,84
FA ady,44,Taric (Taric),7,578212
FA ady,3,Galio (Galio),7,297029
FA ady,102,Shyvana (Shyvana),7,208528
FA ady,80,Pantheon (Pantheon),7,202394
FA ady,78,Poppy (Poppy),7,148753
FA ady,266,Aatrox (Aatrox),6,92759
FA ady,254,Vi (Vi),7,88755
FA ady,50,Swain (Swain),7,87401
FA ady,164,Camille (Camille),6,82471
FA ady,106,Volibear (Volibear),5,80998
FA ady,412,Thresh (Thresh),7,79408
FA ady,497,Rakan (Rakan),7,73970
FA ady,897,K'Sante (KSante),7,69022
FA ady,98,Shen (Shen),7,64205
FA ady,38,Kassadin (Kassadin),5,55904
FA ady,150,Gnar (Gnar),6,44989
FA ady,77,Udyr (Udyr),6,40695
FA ady,57,Maokai (Maokai),5,40106
FA ady,82,Mordekaiser (Mordekaiser),6,31778
FA ady,887,Gwen (Gwen),5,30846
FA ady,114,Fiora (Fiora),5,27157
FA ady,83,Yorick (Yorick),5,25333
FA ady,517,Sylas (Sylas),5,24309
FA ady,75,Nasus (Nasus),5,24264
FA ady,92,Riven (Riven),5,23569
FA ady,14,Sion (Sion),4,21450
FA ady,89,Leona (Leona),4,18120
FA ady,59,Jarvan IV (JarvanIV),4,17363
FA ady,10,Kayle (Kayle),4,16587
FA ady,86,Garen (Garen),4,16544
FA ady,5,Xin Zhao (XinZhao),4,15884
FA ady,268,Azir (Azir),4,15254
FA ady,113,Sejuani (Sejuani),4,15250
FA ady,141,Kayn (Kayn),4,12752
FA ady,2,Olaf (Olaf),4,12733
FA ady,33,Rammus (Rammus),3,12246
FA ady,68,Rumble (Rumble),3,9801
FA ady,526,Rell (Rell),3,8427
FA ady,240,Kled (Kled),3,7845
FA ady,72,Skarner (Skarner),3,7564
FA ady,25,Morgana (Morgana),3,7526
FA ady,234,Viego (Viego),3,7015
FA ady,54,Malphite (Malphite),3,6552
FA ady,131,Diana (Diana),3,6495
FA ady,516,Ornn (Ornn),3,6357
FA ady,79,Gragas (Gragas),3,6275
FA ady,81,Ezreal (Ezreal),3,6251
FA ady,201,Braum (Braum),3,6170
FA ady,36,Dr. Mundo (DrMundo),2,5902
FA ady,888,Renata Glasc (Renata),2,5527
FA ady,41,Gangplank (Gangplank),2,5477
FA ady,85,Kennen (Kennen),2,5326
FA ady,6,Urgot (Urgot),2,4937
FA ady,420,Illaoi (Illaoi),2,4858
FA ady,58,Renekton (Renekton),2,4435
FA ady,895,Nilah (Nilah),2,3855
FA ady,43,Karma (Karma),2,3693
FA ady,24,Jax (Jax),2,3693
FA ady,126,Jayce (Jayce),2,3560
FA ady,427,Ivern (Ivern),2,3505
FA ady,555,Pyke (Pyke),2,3459
FA ady,350,Yuumi (Yuumi),2,3412
FA ady,202,Jhin (Jhin),2,3234
FA ady,120,Hecarim (Hecarim),2,3083
FA ady,235,Senna (Senna),2,2776
FA ady,145,Kai'Sa (Kaisa),2,2682
FA ady,876,Lillia (Lillia),2,2681
FA ady,67,Vayne (Vayne),2,2627
FA ady,39,Irelia (Irelia),2,2548
FA ady,64,Lee Sin (LeeSin),2,2456
FA ady,31,Cho'Gath (Chogath),2,2403
FA ady,19,Warwick (Warwick),2,2401
FA ady,22,Ashe (Ashe),2,2360
FA ady,122,Darius (Darius),2,2326
FA ady,55,Katarina (Katarina),2,2101
FA ady,11,Master Yi (MasterYi),2,2078
FA ady,236,Lucian (Lucian),2,2056
FA ady,157,Yasuo (Yasuo),2,1987
FA ady,8,Vladimir (Vladimir),2,1935
FA ady,103,Ahri (Ahri),2,1908
FA ady,62,Wukong (MonkeyKing),2,1878
FA ady,245,Ekko (Ekko),1,1709
FA ady,27,Singed (Singed),1,1557
FA ady,13,Ryze (Ryze),1,1502
FA ady,20,Nunu & Willump (Nunu),1,1501
FA ady,12,Alistar (Alistar),1,1436
FA ady,360,Samira (Samira),1,1435
FA ady,238,Zed (Zed),1,1270
FA ady,51,Caitlyn (Caitlyn),1,1265
FA ady,61,Orianna (Orianna),1,1200
FA ady,104,Graves (Graves),1,1169
FA ady,101,Xerath (Xerath),1,1141
FA ady,107,Rengar (Rengar),1,1033
FA ady,875,Sett (Sett),1,1031
FA ady,15,Sivir (Sivir),1,1001
FA ady,161,Vel'Koz (Velkoz),1,982
FA ady,112,Viktor (Viktor),1,806
FA ady,777,Yone (Yone),1,794
FA ady,267,Nami (Nami),1,658
FA ady,4,Twisted Fate (TwistedFate),1,649
FA ady,221,Zeri (Zeri),1,605
FA ady,711,Vex (Vex),1,598
FA ady,84,Akali (Akali),1,567
FA ady,498,Xayah (Xayah),1,370
FA ady,223,Tahm Kench (TahmKench),1,333
FA ady,34,Anivia (Anivia),1,310
FA ady,136,Aurelion Sol (AurelionSol),1,259
FA ady,133,Quinn (Quinn),1,211
FA ady,91,Talon (Talon),1,209
FA ady,76,Nidalee (Nidalee),1,199
FA ady,950,Naafiri (Naafiri),1,194
FA ady,110,Varus (Varus),1,170
FA ady,63,Brand (Brand),1,156
FA ady,154,Zac (Zac),1,131
FA ady,246,Qiyana (Qiyana),1,106
FA ady,142,Zoe (Zoe),1,96
다이찐,76,Nidalee (Nidalee),7,247186
다이찐,64,Lee Sin (LeeSin),7,230596
다이찐,104,Graves (Graves),6,212434
다이찐,68,Rumble (Rumble),7,130453
다이찐,57,Maokai (Maokai),7,118934
다이찐,5,Xin Zhao (XinZhao),6,114460
다이찐,120,Hecarim (Hecarim),7,93824
다이찐,62,Wukong (MonkeyKing),7,93457
다이찐,203,Kindred (Kindred),7,88181
다이찐,234,Viego (Viego),7,85068
다이찐,876,Lillia (Lillia),6,83762
다이찐,2,Olaf (Olaf),7,80519
다이찐,131,Diana (Diana),6,61654
다이찐,121,Kha'Zix (Khazix),7,55959
다이찐,254,Vi (Vi),6,50650
다이찐,163,Taliyah (Taliyah),6,50534
다이찐,30,Karthus (Karthus),6,50479
다이찐,266,Aatrox (Aatrox),6,42980
다이찐,91,Talon (Talon),6,41623
다이찐,517,Sylas (Sylas),6,40506
다이찐,113,Sejuani (Sejuani),6,37961
다이찐,78,Poppy (Poppy),6,33543
다이찐,106,Volibear (Volibear),6,33259
다이찐,164,Camille (Camille),6,29116
다이찐,11,Master Yi (MasterYi),5,28804
다이찐,201,Braum (Braum),6,28787
다이찐,77,Udyr (Udyr),6,26399
다이찐,79,Gragas (Gragas),5,26293
다이찐,48,Trundle (Trundle),5,25926
다이찐,56,Nocturne (Nocturne),4,20520
다이찐,200,Bel'Veth (Belveth),4,20025
다이찐,246,Qiyana (Qiyana),4,15195
다이찐,235,Senna (Senna),4,14687
다이찐,60,Elise (Elise),4,14660
다이찐,421,Rek'Sai (RekSai),3,11819
다이찐,22,Ashe (Ashe),3,10529
다이찐,526,Rell (Rell),3,9874
다이찐,887,Gwen (Gwen),3,9865
다이찐,107,Rengar (Rengar),3,9595
다이찐,12,Alistar (Alistar),3,9573
다이찐,875,Sett (Sett),3,9196
다이찐,427,Ivern (Ivern),3,8962
다이찐,15,Sivir (Sivir),3,8132
다이찐,28,Evelynn (Evelynn),3,7744
다이찐,112,Viktor (Viktor),3,7220
다이찐,14,Sion (Sion),3,6888
다이찐,25,Morgana (Morgana),3,6731
다이찐,80,Pantheon (Pantheon),3,6647
다이찐,23,Tryndamere (Tryndamere),3,6592
다이찐,67,Vayne (Vayne),3,6128
다이찐,245,Ekko (Ekko),3,6070
다이찐,59,Jarvan IV (JarvanIV),3,6012
다이찐,145,Kai'Sa (Kaisa),2,5769
다이찐,13,Ryze (Ryze),2,5737
다이찐,360,Samira (Samira),2,5428
다이찐,39,Irelia (Irelia),2,5375
다이찐,50,Swain (Swain),2,5348
다이찐,238,Zed (Zed),2,5332
다이찐,101,Xerath (Xerath),2,5033
다이찐,29,Twitch (Twitch),2,4981
다이찐,110,Varus (Varus),2,4538
다이찐,134,Syndra (Syndra),2,4476
다이찐,157,Yasuo (Yasuo),2,4411
다이찐,96,Kog'Maw (KogMaw),2,4266
다이찐,236,Lucian (Lucian),2,4003
다이찐,115,Ziggs (Ziggs),2,3972
다이찐,429,Kalista (Kalista),2,3942
다이찐,4,Twisted Fate (TwistedFate),2,3838
다이찐,523,Aphelios (Aphelios),2,3764
다이찐,119,Draven (Draven),2,3715
다이찐,7,LeBlanc (Leblanc),2,3708
다이찐,82,Mordekaiser (Mordekaiser),2,3644
다이찐,61,Orianna (Orianna),2,3622
다이찐,90,Malzahar (Malzahar),2,3450
다이찐,268,Azir (Azir),2,3392
다이찐,74,Heimerdinger (Heimerdinger),2,3235
다이찐,221,Zeri (Zeri),2,3149
다이찐,27,Singed (Singed),2,3128
다이찐,43,Karma (Karma),2,2989
다이찐,222,Jinx (Jinx),2,2917
다이찐,75,Nasus (Nasus),2,2900
다이찐,55,Katarina (Katarina),2,2851
다이찐,44,Taric (Taric),2,2824
다이찐,33,Rammus (Rammus),2,2779
다이찐,6,Urgot (Urgot),2,2645
다이찐,154,Zac (Zac),2,2538
다이찐,86,Garen (Garen),2,2525
다이찐,41,Gangplank (Gangplank),2,2424
다이찐,143,Zyra (Zyra),2,2390
다이찐,69,Cassiopeia (Cassiopeia),2,2120
다이찐,81,Ezreal (Ezreal),2,2079
다이찐,85,Kennen (Kennen),2,2075
다이찐,122,Darius (Darius),2,2047
다이찐,92,Riven (Riven),2,2014
다이찐,126,Jayce (Jayce),2,1986
다이찐,42,Corki (Corki),2,1954
다이찐,37,Sona (Sona),2,1938
다이찐,267,Nami (Nami),2,1908
다이찐,412,Thresh (Thresh),2,1875
다이찐,350,Yuumi (Yuumi),2,1852
다이찐,72,Skarner (Skarner),1,1798
다이찐,10,Kayle (Kayle),1,1765
다이찐,16,Soraka (Soraka),1,1756
다이찐,111,Nautilus (Nautilus),1,1746
다이찐,555,Pyke (Pyke),1,1734
다이찐,133,Quinn (Quinn),1,1723
다이찐,21,Miss Fortune (MissFortune),1,1705
다이찐,142,Zoe (Zoe),1,1697
다이찐,141,Kayn (Kayn),1,1677
다이찐,34,Anivia (Anivia),1,1673
다이찐,20,Nunu & Willump (Nunu),1,1470
다이찐,147,Seraphine (Seraphine),1,1373
다이찐,32,Amumu (Amumu),1,1365
다이찐,516,Ornn (Ornn),1,1336
다이찐,777,Yone (Yone),1,1303
다이찐,166,Akshan (Akshan),1,1258
다이찐,117,Lulu (Lulu),1,1243
다이찐,432,Bard (Bard),1,1188
다이찐,89,Leona (Leona),1,1178
다이찐,99,Lux (Lux),1,1163
다이찐,18,Tristana (Tristana),1,1143
다이찐,53,Blitzcrank (Blitzcrank),1,1134
다이찐,103,Ahri (Ahri),1,1051
다이찐,136,Aurelion Sol (AurelionSol),1,1021
다이찐,84,Akali (Akali),1,961
다이찐,3,Galio (Galio),1,931
다이찐,498,Xayah (Xayah),1,925
다이찐,202,Jhin (Jhin),1,901
다이찐,26,Zilean (Zilean),1,844
다이찐,895,Nilah (Nilah),1,741
다이찐,98,Shen (Shen),1,621
다이찐,9,Fiddlesticks (Fiddlesticks),1,583
다이찐,45,Veigar (Veigar),1,582
다이찐,8,Vladimir (Vladimir),1,577
다이찐,114,Fiora (Fiora),1,499
다이찐,127,Lissandra (Lissandra),1,298
다이찐,19,Warwick (Warwick),1,251
다이찐,63,Brand (Brand),1,203
다이찐,102,Shyvana (Shyvana),1,164
다이찐,150,Gnar (Gnar),1,120
다이찐,36,Dr. Mundo (DrMundo),1,115
다이찐,24,Jax (Jax),1,109
다이찐,888,Renata Glasc (Renata),1,103
다이찐,58,Renekton (Renekton),1,92
다이찐,31,Cho'Gath (Chogath),1,83
코코다롱,412,Thresh (Thresh),7,1383452
코코다롱,43,Karma (Karma),7,657232
코코다롱,497,Rakan (Rakan),7,583338
코코다롱,12,Alistar (Alistar),7,570634
코코다롱,223,Tahm Kench (TahmKench),7,404766
코코다롱,201,Braum (Braum),7,398854
코코다롱,117,Lulu (Lulu),7,291402
코코다롱,111,Nautilus (Nautilus),7,261345
코코다롱,44,Taric (Taric),7,205199
코코다롱,555,Pyke (Pyke),7,200589
코코다롱,25,Morgana (Morgana),7,198077
코코다롱,350,Yuumi (Yuumi),7,196641
코코다롱,875,Sett (Sett),6,182172
코코다롱,79,Gragas (Gragas),6,179800
코코다롱,89,Leona (Leona),7,156113
코코다롱,3,Galio (Galio),6,143602
코코다롱,53,Blitzcrank (Blitzcrank),6,139978
코코다롱,90,Malzahar (Malzahar),7,122047
코코다롱,143,Zyra (Zyra),6,91982
코코다롱,516,Ornn (Ornn),7,88472
코코다롱,64,Lee Sin (LeeSin),5,87229
코코다롱,81,Ezreal (Ezreal),5,84710
코코다롱,145,Kai'Sa (Kaisa),6,80601
코코다롱,432,Bard (Bard),6,72316
코코다롱,902,Milio (Milio),5,70724
코코다롱,236,Lucian (Lucian),6,70209
코코다롱,526,Rell (Rell),5,57892
코코다롱,98,Shen (Shen),5,52347
코코다롱,498,Xayah (Xayah),5,52192
코코다롱,40,Janna (Janna),6,49892
코코다롱,235,Senna (Senna),7,46403
코코다롱,57,Maokai (Maokai),5,45698
코코다롱,888,Renata Glasc (Renata),5,45243
코코다롱,126,Jayce (Jayce),5,43539
코코다롱,80,Pantheon (Pantheon),5,43157
코코다롱,267,Nami (Nami),5,42606
코코다롱,266,Aatrox (Aatrox),5,34988
코코다롱,110,Varus (Varus),5,34699
코코다롱,429,Kalista (Kalista),5,34676
코코다롱,147,Seraphine (Seraphine),5,34192
코코다롱,32,Amumu (Amumu),5,32683
코코다롱,99,Lux (Lux),5,31277
코코다롱,157,Yasuo (Yasuo),5,30813
코코다롱,517,Sylas (Sylas),5,28186
코코다롱,85,Kennen (Kennen),5,28164
코코다롱,22,Ashe (Ashe),5,25912
코코다롱,84,Akali (Akali),5,22894
코코다롱,238,Zed (Zed),4,21534
코코다롱,1,Annie (Annie),4,20812
코코다롱,51,Caitlyn (Caitlyn),4,19893
코코다롱,150,Gnar (Gnar),4,19883
코코다롱,16,Soraka (Soraka),4,19818
코코다롱,67,Vayne (Vayne),4,18971
코코다롱,18,Tristana (Tristana),4,18944
코코다롱,113,Sejuani (Sejuani),4,18340
코코다롱,13,Ryze (Ryze),4,18174
코코다롱,523,Aphelios (Aphelios),4,18060
코코다롱,68,Rumble (Rumble),4,17833
코코다롱,163,Taliyah (Taliyah),4,17430
코코다롱,24,Jax (Jax),4,17036
코코다롱,29,Twitch (Twitch),4,16958
코코다롱,112,Viktor (Viktor),4,16800
코코다롱,2,Olaf (Olaf),4,16463
코코다롱,121,Kha'Zix (Khazix),4,16243
코코다롱,21,Miss Fortune (MissFortune),4,15859
코코다롱,78,Poppy (Poppy),4,14819
코코다롱,202,Jhin (Jhin),4,14787
코코다롱,39,Irelia (Irelia),4,14198
코코다롱,164,Camille (Camille),4,13894
코코다롱,31,Cho'Gath (Chogath),4,13793
코코다롱,69,Cassiopeia (Cassiopeia),4,13602
코코다롱,134,Syndra (Syndra),4,13545
코코다롱,76,Nidalee (Nidalee),4,13281
