puuid,championId,championLevel,championPoints
BZ_Ztqg8oNvZN5RDx_oRyU4kWPW0F8v7csESJhLhYNxSjIXFx_nxqMxcdLCU3brQoV_8LURT8DlmIA,136,1,134
BZ_Ztqg8oNvZN5RDx_oRyU4kWPW0F8v7csESJhLhYNxSjIXFx_nxqMxcdLCU3brQoV_8LURT8DlmIA,201,1,132
BZ_Ztqg8oNvZN5RDx_oRyU4kWPW0F8v7csESJhLhYNxSjIXFx_nxqMxcdLCU3brQoV_8LURT8DlmIA,516,1,130
BZ_Ztqg8oNvZN5RDx_oRyU4kWPW0F8v7csESJhLhYNxSjIXFx_nxqMxcdLCU3brQoV_8LURT8DlmIA,110,1,129
BZ_Ztqg8oNvZN5RDx_oRyU4kWPW0F8v7csESJhLhYNxSjIXFx_nxqMxcdLCU3brQoV_8LURT8DlmIA,32,1,114
BZ_Ztqg8oNvZN5RDx_oRyU4kWPW0F8v7csESJhLhYNxSjIXFx_nxqMxcdLCU3brQoV_8LURT8DlmIA,497,1,106
BZ_Ztqg8oNvZN5RDx_oRyU4kWPW0F8v7csESJhLhYNxSjIXFx_nxqMxcdLCU3brQoV_8LURT8DlmIA,119,1,93
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,266,5,50054
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,85,5,39902
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,41,5,35259
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,13,6,35170
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,68,5,30388
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,84,5,30230
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,58,5,29660
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,8,5,29159
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,236,5,26888
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,164,5,25487
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,126,5,25486
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,39,4,21424
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,81,4,21408
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,78,4,21003
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,82,4,20295
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,114,4,18638
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,245,4,17762
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,875,4,17048
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,516,4,16131
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,10,4,15983
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,64,4,15207
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,246,4,14062
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,429,4,13661
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,517,4,13130
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,62,3,12436
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,145,3,11996
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,117,3,11434
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,61,3,11000
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,897,3,10682
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,133,3,10585
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,498,3,10436
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,23,3,10377
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,235,3,9877
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,777,3,9427
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,222,3,9229
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,7,3,9109
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,157,3,8508
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,112,3,8470
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,110,3,8425
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,14,3,8273
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,18,3,8040
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,86,3,7995
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,43,3,7851
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,24,3,7824
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,523,3,7764
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,111,3,7237
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,887,3,7067
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,134,3,7058
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,104,3,6823
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,59,3,6526
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,131,3,6043
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,45,2,5981
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,16,2,5973
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,38,2,5850
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,54,2,5624
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,360,2,5509
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,106,2,5272
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,150,2,5170
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,120,2,5047
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,412,2,4893
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,268,2,4825
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,122,2,4707
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,69,2,4476
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,17,2,4465
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,12,2,4432
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,36,2,4369
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,202,2,4328
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,75,2,4317
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,44,2,4271
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,166,2,4164
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,56,2,4125
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,74,2,4098
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,53,2,3995
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,25,2,3889
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,154,2,3845
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,51,2,3794
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,30,2,3753
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,223,2,3550
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,57,2,3539
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,98,2,3525
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,203,2,3431
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,105,2,3431
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,99,2,3392
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,238,2,3229
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,29,2,3130
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,136,2,3063
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,3,2,3056
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,876,2,3041
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,119,2,2995
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,234,2,2992
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,4,2,2976
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,142,2,2820
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,31,2,2810
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,15,2,2809
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,121,2,2701
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,555,2,2599
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,21,2,2596
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,92,2,2564
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,96,2,2463
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,67,2,2229
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,76,2,2195
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,80,2,2178
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,37,2,2174
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,350,2,2092
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,42,2,2047
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,22,2,1989
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,6,2,1989
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,26,2,1978
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,89,1,1767
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,103,1,1642
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,141,1,1632
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,518,1,1620
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,5,1,1612
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,127,1,1507
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,50,1,1484
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,107,1,1429
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,40,1,1394
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,221,1,1385
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,163,1,1355
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,91,1,1147
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,267,1,1052
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,27,1,1049
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,427,1,997
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,432,1,978
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,161,1,972
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,526,1,954
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,79,1,941
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,254,1,885
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,113,1,877
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,115,1,872
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,2,1,872
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,201,1,864
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,711,1,858
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,9,1,840
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,102,1,772
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,147,1,764
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,421,1,752
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,34,1,663
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,32,1,648
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,420,1,586
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,101,1,549
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,35,1,494
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,48,1,454
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,895,1,220
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,11,1,179
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,55,1,131
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,497,1,96
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,200,1,76
vZHBl5YIkHeoKojuE8jXx8wdHsIkUIniYuh1OGWsbJnMO1IVi4byrVZGb66Qvdk4a7IM6X_kEpNh8Q,90,1,71
JF2G5Iv4pC_K9Ea6ogD9hrttcRdBFo5BcCDcbNMdPehESzO7U5VlWDDW3LMSTdYTe0LmoRvzE-bhug,412,7,287242
JF2G5Iv4pC_K9Ea6ogD9hrttcRdBFo5BcCDcbNMdPehESzO7U5VlWDDW3LMSTdYTe0LmoRvzE-bhug,111,6,239811
JF2G5Iv4pC_K9Ea6ogD9hrttcRdBFo5BcCDcbNMdPehESzO7U5VlWDDW3LMSTdYTe0LmoRvzE-bhug,12,7,233393
JF2G5Iv4pC_K9Ea6ogD9hrttcRdBFo5BcCDcbNMdPehESzO7U5VlWDDW3LMSTdYTe0LmoRvzE-bhug,223,6,227294
JF2G5Iv4pC_K9Ea6ogD9hrttcRdBFo5BcCDcbNMdPehESzO7U5VlWDDW3LMSTdYTe0LmoRvzE-bhug,497,6,213472
JF2G5Iv4pC_K9Ea6ogD9hrttcRdBFo5BcCDcbNMdPehESzO7U5VlWDDW3LMSTdYTe0LmoRvzE-bhug,43,6,194022
JF2G5Iv4pC_K9Ea6ogD9hrttcRdBFo5BcCDcbNMdPehESzO7U5VlWDDW3LMSTdYTe0LmoRvzE-bhug,89,6,170999
JF2G5Iv4pC_K9Ea6ogD9hrttcRdBFo5BcCDcbNMdPehESzO7U5VlWDDW3LMSTdYTe0LmoRvzE-bhug,350,6,163986
JF2G5Iv4pC_K9Ea6ogD9hrttcRdBFo5BcCDcbNMdPehESzO7U5VlWDDW3LMSTdYTe0LmoRvzE-bhug,79,5,146276
JF2G5Iv4pC_K9Ea6ogD9hrttcRdBFo5BcCDcbNMdPehESzO7U5VlWDDW3LMSTdYTe0LmoRvzE-bhug,526,6,135152
